category,description
Household,"Le Craf Maria Blue Leather Wallet Purse For Women And Girls A classic piece of trendy women's wallet. Le Craf wallets are made from genuine leather. Lookwise a small wallet but has a lot of space inside for your essentials. This wallet which has 14 card slots, an ID card slot and 3 slip pockets with an inner zipper pocket and outer closure with a contrast zipper tape to give a vibrant look along with a casual check lining, comes to you in a matching check printed box."
Household,"Classic by Embassy Dessert Fork, Set of 12, Stainless Steel, 18 cm (Sigma, 17 Gauge) The cutlery range from Classic (by Embassy) is made of high quality Stainless Steel and the wide range includes spoons, forks, knives etc. with multiple designs."
Household,"Baskety German Stainless Steel Cooking Tong with Silicone Tip and Locking Clip (9-inch, Random Colour) The secret to perfect cooking and bbq is right here. the one kitchen 9 inch tong to cover all kitchen and grill needs. ultimate combination of stainless steel handles along with silicone cooking heads to cook like a professional. scalloped silicone tips to make grabbing, turning and serving all foods easy. commercial grade to last a lifetime and provide easy cleaning. Stain and odor resistant. fda approved. Pa-less . Latex-less. dishwasher safe. the most durable tongs set available, heat resistant up to 480 degrees f. you're always protected with our no-hassle life time assurance. an intelligent design."
Household,"Nilkamal Sunday Garden Chair, Set of 2 (Weather Brown) Nilkamal Sunday Garden Chair, Set of 2 (Weather Brown)"
Household,"Santosha Decor Hexagon Shape Set of 6 Floating Wall Shelves (Black & White) Color Name:Black & White   A beautiful wall complements a beautiful house. Wall decoration is as important these days as the décor of your house. These lovely wall shelves from the brand SANTOSHA DÉCOR will give an elegant look to your house. These wall shelves comes in a black and white hexagon pattern of 6 boxes. Crafted from the MDF which is an engineered wood and having a metallic paint, these shelves are easy to mount on your beautiful walls. You can use these shelves to display the photographs, handicrafts and other showpieces in your house or office."
Household,"Pasabahce Bistro Champagne Glass, 270 ml, Set of 6 PasabahÃ§e cam san. Ve tic. A.S. Started its operations at beykoz/pasabahÃ§e in 1935, producing handmade glassware with soda-lime glass and in 1955 inaugurated the first stage of the batch-production technology it uses today. The glassware group works with a total of 5 facilities established in 3 different countries, producing handmade and machine-made soda-lime and crystalline glass under the pasabahÃ§e brand. PasabahÃ§e ranks 2nd largest manufacturer in its field in europe and 3rd in the world. Growing and developing continuously for 80 years, since its very first day of foundation, thanks to its investments in turkey and around the world a brand that is an essential part of our lives. At home or in the office, it's the symbol of elegance, creativity and reliability with its wide product range, functionality, innovative perspective, distinctive designs and nearly 80 years of experience"
Household,"4square Stainless Steel Kitchen Sink Strainer Plug, Filter Stopper Mesh Long Hair Food Blockages Cleaning Tool for Bathroom Kitchen Sink Description: 100% Brand New and High Quality. 1. Dense mesh filters debris, protects sinks, floor drains, and drains. 2. Food grade stainless steel material, not easy to rust, long service life. 3. Help prevent blocked drains and costly plumbing bills with this sink strainer. 4. Draining holes stop food waste and debris getting through, but are large enough to allow water to drain quickly from your sink. Specifications: Color: as shown Material: stainless steel Size (approx.): (outer diameter * inner diameter * depth) 7.5 * 4.2 * 0.9cm / 2.95 * 1.65 * 0.35"" Package Included: 1PC * Sink strainer plug"
Household,"Spacewood Ciara Dresser Table with Stool (Walnut Rigato) Spacewood Ciara Dressing table with stool is designed to provide you with ample space for all your cosmetics and ornaments, while also ensuring an elegant and contemporary look. The mirror in front is large enough and is at the right height to ensure that you can get ready with ease. It has ample space with 4 racks and a drawer to store your cosmetics and other essentials. Comes in beautiful wood pore finish in Rigato walnut (light brown) color. Made from superior quality engineered wood, our State of the Art Design and Spacewood Range of hardware ensures overall strength and durability of this Dresser. The dressing table also comes with an elegant stool that provides comfort and convenience."
Household,"BEESCLOVER Mini Portable Handheld Lint Clothes Sweater Shaver Remover Dust Lint Remover for Fluff Fuzz Fabrics Black Manually Color Name:black   Description: Item type: Lint Remover Specification: Manual Dust Lint Remover Color: white, black Features -- Practical and reusable -- Easy to operate -- Easy operation Material: ABS Package includes: 1 x Dust Lint Remover Notes: 1-2mm error might exist due to manual measurements, please kindly understand. The colors deviation might differ due to different monitor settings."
Household,RNG EKO GREEN - 800W Compact Multi-Function Cyclonic Power Home Vacuum Cleaner- (Metallic Red + Grey)
Household,"Rebzar Laser Line Pro Spirit Level 2.5 m Tape and 1/2 ft Ruler for Multiple Purposes (Black) Combines a fine-tuned tape measure, a triple-positioned Leveling bubble, and a NEW laser level to provide maximum results. Note-   Laser Ranging Error that is given as ""+/-1.5mm at 10m and 25m"" If the laser is the Vertical Level or the Horizontal Level, you shouldn't adjust the Beam."
Household,"Sajani Premium Quality Brown Wooden Coat Hangers Pack of 6 Clothes Hangers are made of gugertree solid wood in Retro color for hanging heavy suits, coats, pants, heavy trousers or any other heavy materials. Each wood suit hanger is about 17.5inch in length, 9.5 inch heighth and 2.2 inch shoulder thickness, wide enough to hold any large sized cloths. All wooden hangers are well packed with box to keep good condition. Make sure that u will get non broken wood suit hanger and have happy shopping experience. Luxury Retro Finished Wood Suit Hangers with Extra Wide Shoulder Premium quality Gugertree wood hangers made from an Asian evergreen that is highly durable and safe for use with all fabrics and materials Extra Wide Shoulder of wooden hangers well suited to successfully hang winter coats, business suits and formal dresses without falling off Retro finished wooden hangers suited for a variety of garments including suit hangers, coat hangers, dress hangers and casual clothes hangers Multi-Functional Suit Hangers with Trouser Bar Top performing Trouser bar on wood hangers customized with a rubberized surface to prevent pants from slipping or becoming creased mid-leg Superior design is preferred among men and women who want the best wood hangers in order to make their garments last 360 degrees Chrome Swivel Hook will hold up your heaviest garments. Store your winter coats, leather jackets, robes, parkas, and motorcycle riding gear on these superior quality wood hangers. Whether you are searching for the best suit hangers or wooden coat hangers we have you covered. Include the highest quality wood hangers in your wardrobe. Reorganize your clothing using our sophisticated and long lasting wood hangers for a more professional and polished closet space. Thank you for bringing the SAJANI Wooden Hanger into your closet. Solid Suit Hangers to Hang Variety of Garments in Wardrobe or Clothes Store"
Household,SBD PVC Swan Neck Tap for Kitchen/Bathroom Wash Basins (Big Neck) (White) This tap is suitable for all kind of wash basins and long lasting and durable
Household,"Bajaj Blow Hot 2000-Watt Room Heater (Cream) Product Description Two long-running heating elements, each of 1 kilowatt power are incorporated into the heater’s design. It consists of a thermostat, which allows the users to maintain the required temperature by tweaking the average power. This is achieved by turning off the heater beyond a threshold temperature and turning it back on when the temperature falls back to normal. An additional thermal cut-off switch prevents overheating if the thermostat fails. The stand is designed to provide both upward and downward flow of warm air. Bajaj Room Heater can be used as a forced air circulator, a drier, or a room heater. Its compact design makes it portable and user friendly. Switching on the fan before turning on the heating element distributes heat quickly over a large area and ensures long life of the product. Neon Indicator is used to indicate that the heater is on. Two heat setting options enable fixing the operating power of the heating element to 1000 and 2000 watts. 				    	 					 From the Manufacturer  Bajaj Blow Hot 2000-Watt Room Heater comes in handy during winters. It is economical in its usage. Its sturdy outer body is built with stove-enameled MS sheet. The exquisitely construed control keys can gently dispense cool, warm, or hot breeze.Two long-running heating elements, each of 1 kilowatt power are incorporated into the heater’s design. It consists of a thermostat, which allows the users to maintain the required temperature by tweaking the average power. This is achieved by turning off the heater beyond a threshold temperature and turning it back on when the temperature falls back to normal. An additional thermal cut-off switch prevents overheating if the thermostat fails. The stand is designed to provide both upward and downward flow of warm air.Bajaj Room Heater can be used as a forced air circulator, a drier, or a room heater. Its compact design makes it portable and user friendly. Switching on the fan before turning on the heating element distributes heat quickly over a large area and ensures long life of the product. Neon Indicator is used to indicate that the heater is on. Two heat setting options enable fixing the operating power of the heating element to 1000 and 2000 watts.The well-adjusted motor and blower assembly is shielded by a reflector. This enables ideally regulated air flow and completely noiseless operation. Monthly lubrication of the motor prolongs its lifetime. Bajaj room heater can also be used as a fan during summer. Its multifarious applications and utilitarian build make it a sterling pick for the consumers. Product FeaturesThe motor operates at a maximum power of 50 watts AC, with a 230V power supply, 50Hz, 800 RPM.Element requires a maximum of 2000 watts AC.Comes with a warranty of 2 years.Available with a 3-pin power cord having 3 core, 16 A current.Auto thermal cut-off feature and Neon indicators provided."
